Library,Event Year,Event Month,Category,Age Group,Events,Attendance
Lacey,2020,7,"Early Learning & Storytime, Summer Library Program, Music & Performance","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), All Ages, Family",3,
Lacey,2020,7,"Early Learning & Storytime, Summer Library Program, STEAM, Music & Performance","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), All Ages, Family",1,
Lacey,2020,7,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family",1,
Lacey,2020,7,Friends of the Library Meeting,Adult (18 and older),1,
Lacey,2020,7,Music & Performance,"Teen (ages 12-18), Adult (18 and older)",1,
Lacey,2020,7,"Special Event, Summer Library Program, STEAM, Activities & Games","School Age (ages 6-11), All Ages",1,
Lacey,2020,7,Special Event,Adult (18 and older),1,
Lacey,2020,7,Special Event,All Ages,5,
Lacey,2020,8,Book Sale,All Ages,1,
Lacey,2020,8,Books & Authors,Adult (18 and older),1,6
Lacey,2020,8,"Early Learning & Storytime, Summer Library Program, Music & Performance","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), All Ages, Family",1,
Lacey,2020,8,Special Event,Adult (18 and older),1,
Lacey,2020,8,Special Event,All Ages,5,
Lacey,2020,8,"Summer Library Program, Music & Performance","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages, Family",1,
Lacey,2020,9,Arts & Culture,Adult (18 and older),1,
Lacey,2020,9,Special Event,Adult (18 and older),1,
Lacey,2020,9,Special Event,All Ages,4,
Lacey,2021,1,Books & Authors,Adult (18 and older),1,25
Lacey,2021,1,Friends of the Library Meeting,Adult (18 and older),1,
McCleary,2020,10,Activities & Games,Teen (ages 12-18),1,
McCleary,2020,1,Activities & Games,Teen (ages 12-18),1,8
McCleary,2020,1,Arts & Culture,"Teen (ages 12-18), Adult (18 and older)",1,7
McCleary,2020,1,Board Meetings,Adult (18 and older),1,4
McCleary,2020,1,DIY & Crafts,Adult (18 and older),2,16
McCleary,2020,1,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family",4,11
McCleary,2020,1,Early Learning & Storytime,"Preschool (ages 3-6), Family",1,33
McCleary,2020,1,Friends of the Library Meeting,"Teen (ages 12-18), Adult (18 and older)",1,5
McCleary,2020,1,STEAM,School Age (ages 6-11),1,8
McCleary,2020,2,"Activities & Games, STEAM",School Age (ages 6-11),1,4
McCleary,2020,2,Activities & Games,Teen (ages 12-18),1,9
McCleary,2020,2,Arts & Culture,"Teen (ages 12-18), Adult (18 and older)",1,1
McCleary,2020,2,Board Meetings,Adult (18 and older),1,5
McCleary,2020,2,DIY & Crafts,Adult (18 and older),1,12
McCleary,2020,2,DIY & Crafts,"Teen (ages 12-18), Adult (18 and older)",1,1
McCleary,2020,2,"Early Learning & Storytime, Special Event",Family,1,42
McCleary,2020,2,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family",4,18
McCleary,2020,2,Early Learning & Storytime,Preschool (ages 3-6),2,33
McCleary,2020,2,Special Event,Adult (18 and older),4,164
McCleary,2020,3,"Activities & Games, STEAM",School Age (ages 6-11),1,16
McCleary,2020,3,DIY & Crafts,Adult (18 and older),1,17
McCleary,2020,3,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family",1,6
McCleary,2020,3,Special Event,Adult (18 and older),2,79
McCleary,2020,6,Board Meetings,Adult (18 and older),1,
McCleary,2020,9,Activities & Games,Teen (ages 12-18),1,
Montesano,2020,1,Books & Authors,Adult (18 and older),1,7
Montesano,2020,1,Books & Authors,"School Age (ages 6-11), Teen (ages 12-18)",1,
Montesano,2020,1,DIY & Crafts,Adult (18 and older),1,33
Montesano,2020,1,DIY & Crafts,"Teen (ages 12-18), Adult (18 and older)",1,40
Montesano,2020,1,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family",5,65
Montesano,2020,1,Special Event,Adult (18 and older),3,50
Montesano,2020,1,STEAM,School Age (ages 6-11),1,19
Montesano,2020,2,Activities & Games,All Ages,1,
Montesano,2020,2,Arts & Culture,All Ages,1,
Montesano,2020,2,Board Meetings,"Adult (18 and older), All Ages",1,40
Montesano,2020,2,Books & Authors,Adult (18 and older),1,
Montesano,2020,2,Books & Authors,"School Age (ages 6-11), Teen (ages 12-18)",1,7
Montesano,2020,2,Classes & Workshops,Adult (18 and older),1,20
Montesano,2020,2,Classes & Workshops,"Teen (ages 12-18), Adult (18 and older), All Ages",2,
Montesano,2020,2,DIY & Crafts,Adult (18 and older),1,17
Montesano,2020,2,DIY & Crafts,All Ages,1,38
Montesano,2020,2,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family",4,53
Montesano,2020,2,Special Event,Adult (18 and older),3,60
Montesano,2020,2,Special Event,All Ages,1,17
Montesano,2020,2,STEAM,School Age (ages 6-11),1,30
Montesano,2020,3,Books & Authors,Adult (18 and older),1,
Montesano,2020,3,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family",1,12
Montesano,2020,3,Early Learning & Storytime,Preschool (ages 3-6),2,16
Montesano,2020,3,Featured,Family,1,50
Montesano,2020,5,Books & Authors,"School Age (ages 6-11), Teen (ages 12-18)",1,
Mountain View,2020,10,Early Learning & Storytime,Preschool (ages 3-6),2,14
Mountain View,2020,10,Featured,All Ages,1,24
Mountain View,2020,11,DIY & Crafts,"Teen (ages 12-18), Adult (18 and older)",1,3
Mountain View,2020,11,Early Learning & Storytime,Preschool (ages 3-6),2,7
Mountain View,2020,11,Featured,All Ages,1,14
Mountain View,2020,12,DIY & Crafts,"Teen (ages 12-18), Adult (18 and older)",1,14
Mountain View,2020,12,Early Learning & Storytime,Preschool (ages 3-6),1,9
Mountain View,2020,12,Featured,All Ages,1,19
Mountain View,2020,1,DIY & Crafts,Adult (18 and older),1,35
Mountain View,2020,1,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11)",5,20
Mountain View,2020,1,"Featured, Special Event",All Ages,3,21
Mountain View,2020,1,Featured,Adult (18 and older),2,57
Mountain View,2020,1,Friends of the Library Meeting,Adult (18 and older),1,7
Mountain View,2020,1,Special Event,Adult (18 and older),3,26
Mountain View,2020,1,Special Event,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",1,18
Mountain View,2020,1,Special Event,Teen (ages 12-18),4,17
Mountain View,2020,2,Book Sale,All Ages,1,
Mountain View,2020,2,DIY & Crafts,"Teen (ages 12-18), Adult (18 and older)",1,20
Mountain View,2020,2,DIY & Crafts,"Teen (ages 12-18), All Ages, Family",1,15
Mountain View,2020,2,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11)",4,25
Mountain View,2020,2,"Featured, Special Event",All Ages,3,70
Mountain View,2020,2,Friends of the Library Meeting,Adult (18 and older),1,11
Mountain View,2020,2,Special Event,Adult (18 and older),3,28
Mountain View,2020,2,Special Event,"School Age (ages 6-11), All Ages, Family",1,34
Mountain View,2020,2,Special Event,Teen (ages 12-18),4,37
Mountain View,2020,3,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11)",2,
Mountain View,2020,3,"Featured, Special Event",All Ages,1,
Mountain View,2020,3,Special Event,Adult (18 and older),1,
Mountain View,2020,3,Special Event,All Ages,1,3
Mountain View,2020,3,Special Event,Teen (ages 12-18),2,
Mountain View,2020,7,Featured,All Ages,1,158
Mountain View,2020,9,Early Learning & Storytime,Preschool (ages 3-6),1,6
Mountain View,2020,9,Featured,All Ages,1,23
Mountain View,2021,1,DIY & Crafts,"Teen (ages 12-18), Adult (18 and older)",1,3
Mountain View,2021,1,Early Learning & Storytime,Preschool (ages 3-6),2,
Mountain View,2021,1,Featured,All Ages,1,15
Mountain View,2021,1,Featured,"School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older)",1,
Mountain View,2021,2,DIY & Crafts,"Teen (ages 12-18), Adult (18 and older)",1,
Mountain View,2021,2,Early Learning & Storytime,Preschool (ages 3-6),2,
Mountain View,2021,2,Featured,All Ages,1,
Mountain View,2021,3,Early Learning & Storytime,Preschool (ages 3-6),2,
Mountain View,2021,3,Featured,All Ages,1,
Mountain View,2021,4,Featured,All Ages,1,
Mountain View,2021,5,Featured,All Ages,1,
Naselle,2020,10,STEAM,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), All Ages, Family",1,134
Naselle,2020,11,Board Meetings,Adult (18 and older),2,23
Naselle,2020,11,Early Learning & Storytime,Preschool (ages 3-6),7,35
Naselle,2020,11,Special Event,Adult (18 and older),4,35
Naselle,2020,11,Special Event,"Preschool (ages 3-6), Adult (18 and older)",3,55
Naselle,2020,11,STEAM,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), All Ages, Family",1,75
Naselle,2020,12,Early Learning & Storytime,Preschool (ages 3-6),8,30
Naselle,2020,12,STEAM,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), All Ages, Family",1,139
Naselle,2020,1,"Activities & Games, DIY & Crafts","School Age (ages 6-11), Teen (ages 12-18)",1,20
Naselle,2020,1,"Arts & Culture, Music & Performance","Teen (ages 12-18), Adult (18 and older)",4,14
Naselle,2020,1,Board Meetings,Adult (18 and older),2,
Naselle,2020,1,Board Meetings,"Teen (ages 12-18), Adult (18 and older)",1,4
Naselle,2020,1,Books & Authors,"School Age (ages 6-11), Adult (18 and older)",1,130
Naselle,2020,1,DIY & Crafts,All Ages,1,27
Naselle,2020,1,Early Learning & Storytime,Preschool (ages 3-6),2,20
Naselle,2020,1,"Featured, Books & Authors",Adult (18 and older),1,10
Naselle,2020,1,"Featured, Classes & Workshops, Special Event","Teen (ages 12-18), Adult (18 and older)",1,18
Naselle,2020,1,"Featured, DIY & Crafts","School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), Family",1,36
Naselle,2020,1,"Featured, Special Event","Adult (18 and older), All Ages",1,28
Naselle,2020,1,Special Event,"Adult (18 and older), All Ages",2,87
Naselle,2020,2,"Activities & Games, Classes & Workshops, DIY & Crafts",School Age (ages 6-11),2,95
Naselle,2020,2,"Activities & Games, DIY & Crafts","School Age (ages 6-11), Teen (ages 12-18)",1,25
Naselle,2020,2,"Arts & Culture, Music & Performance","Teen (ages 12-18), Adult (18 and older)",4,10
Naselle,2020,2,Board Meetings,"Teen (ages 12-18), Adult (18 and older)",1,6
Naselle,2020,2,Classes & Workshops,Adult (18 and older),2,5
Naselle,2020,2,DIY & Crafts,All Ages,1,39
Naselle,2020,2,Early Learning & Storytime,School Age (ages 6-11),2,37
Naselle,2020,2,"Featured, Classes & Workshops, DIY & Crafts","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages, Family",1,27
Naselle,2020,2,"Featured, Classes & Workshops, Music & Performance","School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages, Family",4,34
Naselle,2020,2,"Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family",4,8
Naselle,2020,2,"Featured, Special Event","Adult (18 and older), All Ages",1,25
Naselle,2020,3,"Arts & Culture, Music & Performance","Teen (ages 12-18), Adult (18 and older)",2,7
Naselle,2020,3,Board Meetings,"Teen (ages 12-18), Adult (18 and older)",1,5
Naselle,2020,3,"Featured, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family",2,3
Naselle,2021,1,Board Meetings,"Teen (ages 12-18), Adult (18 and older)",1,
Naselle,2021,1,Books & Authors,Adult (18 and older),1,
Naselle,2021,3,Books & Authors,"Teen (ages 12-18), Adult (18 and older)",1,
North Mason,2020,10,Book Sale,All Ages,1,
North Mason,2020,10,Friends of the Library Meeting,Adult (18 and older),1,
North Mason,2020,10,Special Event,All Ages,1,
North Mason,2020,11,Friends of the Library Meeting,Adult (18 and older),1,
North Mason,2020,12,Book Sale,All Ages,1,
North Mason,2020,12,Friends of the Library Meeting,Adult (18 and older),1,
North Mason,2020,12,Special Event,All Ages,1,
North Mason,2020,1,Activities & Games,All Ages,1,8
North Mason,2020,1,Activities & Games,Teen (ages 12-18),3,55
North Mason,2020,1,Book Sale,All Ages,1,
North Mason,2020,1,Books & Authors,Adult (18 and older),1,15
North Mason,2020,1,Classes & Workshops,Adult (18 and older),1,
North Mason,2020,1,DIY & Crafts,All Ages,1,13
North Mason,2020,1,Early Learning & Storytime,Babies and Toddlers (ages 0-2),4,48
North Mason,2020,1,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",4,11
North Mason,2020,1,Early Learning & Storytime,Preschool (ages 3-6),4,75
North Mason,2020,1,Special Event,Adult (18 and older),8,
North Mason,2020,1,Special Event,All Ages,3,
North Mason,2020,2,"Activities & Games, STEAM",Family,1,28
North Mason,2020,2,Activities & Games,Teen (ages 12-18),2,37
North Mason,2020,2,Books & Authors,Adult (18 and older),1,11
North Mason,2020,2,Classes & Workshops,Adult (18 and older),1,18
North Mason,2020,2,Classes & Workshops,Teen (ages 12-18),5,
North Mason,2020,2,Early Learning & Storytime,Babies and Toddlers (ages 0-2),4,67
North Mason,2020,2,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",5,45
North Mason,2020,2,Early Learning & Storytime,Preschool (ages 3-6),4,111
North Mason,2020,2,Friends of the Library Meeting,Adult (18 and older),1,
North Mason,2020,2,Special Event,Adult (18 and older),7,
North Mason,2020,3,Classes & Workshops,Family,1,
North Mason,2020,3,Classes & Workshops,Teen (ages 12-18),3,
North Mason,2020,3,DIY & Crafts,All Ages,1,
North Mason,2020,3,Early Learning & Storytime,Babies and Toddlers (ages 0-2),2,12
North Mason,2020,3,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",1,9
North Mason,2020,3,Early Learning & Storytime,Preschool (ages 3-6),2,22
North Mason,2020,3,Friends of the Library Meeting,Adult (18 and older),1,
North Mason,2020,3,Special Event,Adult (18 and older),3,
North Mason,2020,9,Friends of the Library Meeting,Adult (18 and older),1,
Oakville,2020,1,"Activities & Games, Early Learning & Storytime",Babies and Toddlers (ages 0-2),3,0
Oakville,2020,1,Activities & Games,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",4,
Oakville,2020,1,Arts & Culture,Adult (18 and older),1,2
Oakville,2020,1,Books & Authors,Adult (18 and older),1,2
Oakville,2020,1,Classes & Workshops,Adult (18 and older),3,20
Oakville,2020,1,DIY & Crafts,School Age (ages 6-11),3,15
Oakville,2020,1,Featured,Adult (18 and older),1,7
Oakville,2020,2,"Activities & Games, Early Learning & Storytime",Babies and Toddlers (ages 0-2),5,0
Oakville,2020,2,Activities & Games,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",5,6
Oakville,2020,2,Arts & Culture,Adult (18 and older),1,3
Oakville,2020,2,Books & Authors,Adult (18 and older),1,11
Oakville,2020,2,Classes & Workshops,Adult (18 and older),4,39
Oakville,2020,2,DIY & Crafts,School Age (ages 6-11),5,38
Oakville,2020,2,Featured,All Ages,1,65
Oakville,2020,2,Featured,"Teen (ages 12-18), Adult (18 and older)",1,11
Oakville,2020,3,"Activities & Games, Early Learning & Storytime",Babies and Toddlers (ages 0-2),1,
Oakville,2020,3,Activities & Games,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",1,
Oakville,2020,3,Arts & Culture,Adult (18 and older),1,3
Oakville,2020,3,Books & Authors,Adult (18 and older),1,7
Oakville,2020,3,Classes & Workshops,Adult (18 and older),4,8
Oakville,2020,3,DIY & Crafts,School Age (ages 6-11),1,
Oakville,2020,3,Featured,"All Ages, Family",1,56
Oakville,2020,5,"Activities & Games, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",1,
Oakville,2020,6,Books & Authors,Adult (18 and older),1,
Ocean Park,2020,10,Board Meetings,Adult (18 and older),2,
Ocean Park,2020,10,Books & Authors,Adult (18 and older),1,
Ocean Park,2020,10,STEAM,"Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages",1,26
Ocean Park,2020,11,Board Meetings,Adult (18 and older),1,
Ocean Park,2020,11,Books & Authors,Adult (18 and older),1,
Ocean Park,2020,11,"STEAM, DIY & Crafts",All Ages,1,35
Ocean Park,2020,11,"STEAM, DIY & Crafts","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages",1,21
Ocean Park,2020,12,Books & Authors,Adult (18 and older),1,10
Ocean Park,2020,12,STEAM,"Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages",1,77
Ocean Park,2020,1,Activities & Games,Adult (18 and older),4,
Ocean Park,2020,1,Arts & Culture,Adult (18 and older),1,
Ocean Park,2020,1,Board Meetings,Adult (18 and older),2,
Ocean Park,2020,1,Books & Authors,Adult (18 and older),2,
Ocean Park,2020,1,Classes & Workshops,Adult (18 and older),12,
Ocean Park,2020,1,"Early Learning & Storytime, STEAM","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family",4,19
Ocean Park,2020,1,Early Learning & Storytime,Preschool (ages 3-6),6,51
Ocean Park,2020,1,"Featured, Arts & Culture, Classes & Workshops, DIY & Crafts",Adult (18 and older),1,14
Ocean Park,2020,1,"Featured, Classes & Workshops, DIY & Crafts, STEAM",School Age (ages 6-11),3,23
Ocean Park,2020,1,"Featured, DIY & Crafts","School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), Family",1,16
Ocean Park,2020,1,Special Event,Adult (18 and older),1,
Ocean Park,2020,2,Activities & Games,Adult (18 and older),3,
Ocean Park,2020,2,Arts & Culture,Adult (18 and older),1,
Ocean Park,2020,2,Board Meetings,Adult (18 and older),4,
Ocean Park,2020,2,Books & Authors,Adult (18 and older),2,
Ocean Park,2020,2,Classes & Workshops,Adult (18 and older),9,
Ocean Park,2020,2,"Early Learning & Storytime, STEAM","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family",5,20
Ocean Park,2020,2,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",1,4
Ocean Park,2020,2,Early Learning & Storytime,Preschool (ages 3-6),5,95
Ocean Park,2020,2,"Featured, Arts & Culture","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18)",1,
Ocean Park,2020,2,"Featured, Classes & Workshops, DIY & Crafts, STEAM",School Age (ages 6-11),4,32
Ocean Park,2020,3,Board Meetings,Adult (18 and older),2,
Ocean Park,2020,3,Books & Authors,Adult (18 and older),1,
Ocean Park,2020,3,Classes & Workshops,Adult (18 and older),3,
Ocean Park,2020,3,"Early Learning & Storytime, STEAM","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family",1,5
Ocean Park,2020,3,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",1,3
Ocean Park,2020,3,"Featured, Classes & Workshops, DIY & Crafts, STEAM",School Age (ages 6-11),1,5
Ocean Park,2020,3,"Featured, Special Event",All Ages,1,
Ocean Park,2020,9,Board Meetings,Adult (18 and older),1,
Ocean Park,2020,9,Books & Authors,Adult (18 and older),1,
Ocean Park,2021,1,Books & Authors,Adult (18 and older),2,
Ocean Park,2021,2,Books & Authors,Adult (18 and older),1,
Ocean Park,2021,3,Books & Authors,Adult (18 and older),1,
Ocean Park,2021,4,Books & Authors,Adult (18 and older),1,
Ocean Park,2021,5,Books & Authors,Adult (18 and older),1,
Olympia,2020,9,,All Ages,1,
Olympia,2020,10,Board Meetings,Adult (18 and older),3,
Olympia,2020,10,Books & Authors,Adult (18 and older),1,
Olympia,2020,10,Friends of the Library Meeting,Adult (18 and older),5,
Olympia,2020,10,"Special Event, Arts & Culture",Adult (18 and older),1,
Olympia,2020,10,"Special Event, Classes & Workshops",Adult (18 and older),2,
Olympia,2020,11,Board Meetings,Adult (18 and older),3,
Olympia,2020,11,Books & Authors,Adult (18 and older),1,
Olympia,2020,11,Books & Authors,Teen (ages 12-18),1,8
Olympia,2020,11,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",1,6
Olympia,2020,11,Early Learning & Storytime,Preschool (ages 3-6),1,20
Olympia,2020,11,Friends of the Library Meeting,Adult (18 and older),6,
Olympia,2020,11,"Special Event, Arts & Culture",Adult (18 and older),1,
Olympia,2020,11,"Special Event, Classes & Workshops",Adult (18 and older),2,
Olympia,2020,12,Board Meetings,Adult (18 and older),3,
Olympia,2020,12,Books & Authors,Adult (18 and older),1,
Olympia,2020,12,Friends of the Library Meeting,Adult (18 and older),5,
Olympia,2020,12,"Special Event, Arts & Culture",Adult (18 and older),1,
Olympia,2020,12,"Special Event, Classes & Workshops",Adult (18 and older),2,
Olympia,2020,1,"Activities & Games, Arts & Culture","Teen (ages 12-18), Adult (18 and older)",1,
Olympia,2020,1,Activities & Games,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Family",1,150
Olympia,2020,1,"Arts & Culture, Special Event",Adult (18 and older),1,21
Olympia,2020,1,"Board Meetings, Classes & Workshops",Teen (ages 12-18),1,
Olympia,2020,1,Books & Authors,Adult (18 and older),2,22
Olympia,2020,1,Books & Authors,School Age (ages 6-11),7,1085
Olympia,2020,1,"Classes & Workshops, Special Event",Adult (18 and older),2,7
Olympia,2020,1,"Classes & Workshops, STEAM",Teen (ages 12-18),2,4
Olympia,2020,1,Classes & Workshops,School Age (ages 6-11),1,80
Olympia,2020,1,"Early Learning & Storytime, Special Event, STEAM","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family",2,61
Olympia,2020,1,"Early Learning & Storytime, Special Event","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family",2,79
Olympia,2020,1,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",2,18
Olympia,2020,1,Early Learning & Storytime,"Preschool (ages 3-6), School Age (ages 6-11), Family",2,78
Olympia,2020,1,"Featured, Books & Authors, Book Sale","School Age (ages 6-11), Teen (ages 12-18)",1,30
Olympia,2020,1,"Featured, Books & Authors",Teen (ages 12-18),1,
Olympia,2020,1,"Featured, Music & Performance, Special Event","School Age (ages 6-11), Teen (ages 12-18), All Ages, Family",1,174
Olympia,2020,1,Special Event,Adult (18 and older),1,26
Olympia,2020,2,"Activities & Games, Arts & Culture, Classes & Workshops, DIY & Crafts","School Age (ages 6-11), Teen (ages 12-18)",1,3
Olympia,2020,2,Activities & Games,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages, Family",1,137
Olympia,2020,2,Activities & Games,"Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), All Ages, Family",1,
Olympia,2020,2,"Arts & Culture, Books & Authors, Special Event","Teen (ages 12-18), Adult (18 and older)",1,20
Olympia,2020,2,"Arts & Culture, Special Event",Adult (18 and older),1,10
Olympia,2020,2,"Arts & Culture, Special Event","Teen (ages 12-18), Adult (18 and older)",1,70
Olympia,2020,2,"Board Meetings, Classes & Workshops",Teen (ages 12-18),1,9
Olympia,2020,2,Board Meetings,Adult (18 and older),3,
Olympia,2020,2,Book Sale,Adult (18 and older),1,
Olympia,2020,2,Book Sale,"School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages, Family",1,
Olympia,2020,2,"Books & Authors, Special Event",Adult (18 and older),1,
Olympia,2020,2,Books & Authors,Adult (18 and older),2,9
Olympia,2020,2,Books & Authors,School Age (ages 6-11),1,4
Olympia,2020,2,"Classes & Workshops, Special Event",Adult (18 and older),2,
Olympia,2020,2,"Classes & Workshops, STEAM",Teen (ages 12-18),2,6
Olympia,2020,2,"Classes & Workshops, STEAM","Teen (ages 12-18), Adult (18 and older)",2,10
Olympia,2020,2,Classes & Workshops,Adult (18 and older),1,5
Olympia,2020,2,Classes & Workshops,"Preschool (ages 3-6), Adult (18 and older)",1,25
Olympia,2020,2,Classes & Workshops,"Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), Family",1,80
Olympia,2020,2,DIY & Crafts,Teen (ages 12-18),1,5
Olympia,2020,2,Early Learning & Storytime,Babies and Toddlers (ages 0-2),8,177
Olympia,2020,2,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",2,22
Olympia,2020,2,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family",4,172
Olympia,2020,2,Early Learning & Storytime,Preschool (ages 3-6),5,129
Olympia,2020,2,"Featured, Activities & Games",Teen (ages 12-18),2,8
Olympia,2020,2,"Featured, Arts & Culture, Books & Authors, Special Event","School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages, Family",1,120
Olympia,2020,2,"Featured, Arts & Culture, Classes & Workshops, DIY & Crafts, STEAM","School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages, Family",1,4
Olympia,2020,2,"Featured, Books & Authors","School Age (ages 6-11), Teen (ages 12-18)",1,7
Olympia,2020,2,"Featured, Books & Authors",Teen (ages 12-18),1,12
Olympia,2020,2,"Featured, DIY & Crafts",School Age (ages 6-11),1,17
Olympia,2020,2,Friends of the Library Meeting,Adult (18 and older),3,
Olympia,2020,2,Special Event,Adult (18 and older),1,15
Olympia,2020,2,Special Event,All Ages,1,
Olympia,2020,3,"Activities & Games, Arts & Culture, Classes & Workshops, DIY & Crafts","School Age (ages 6-11), Teen (ages 12-18)",1,
Olympia,2020,3,"Activities & Games, Books & Authors, DIY & Crafts","Preschool (ages 3-6), School Age (ages 6-11), Family",1,125
Olympia,2020,3,Activities & Games,"Preschool (ages 3-6), School Age (ages 6-11), Family",1,
Olympia,2020,3,"Arts & Culture, Special Event",Adult (18 and older),1,8
Olympia,2020,3,"Board Meetings, Classes & Workshops",Teen (ages 12-18),1,
Olympia,2020,3,Book Sale,"School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages, Family",1,
Olympia,2020,3,"Classes & Workshops, STEAM",Teen (ages 12-18),1,
Olympia,2020,3,"Classes & Workshops, STEAM","Teen (ages 12-18), Adult (18 and older)",1,
Olympia,2020,3,DIY & Crafts,Teen (ages 12-18),1,3
Olympia,2020,3,"Early Learning & Storytime, Classes & Workshops","Preschool (ages 3-6), Adult (18 and older)",1,40
Olympia,2020,3,Early Learning & Storytime,Babies and Toddlers (ages 0-2),2,
Olympia,2020,3,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",2,13
Olympia,2020,3,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family",1,
Olympia,2020,3,Early Learning & Storytime,Preschool (ages 3-6),1,20
Olympia,2020,3,"Featured, Books & Authors",Teen (ages 12-18),1,
Olympia,2020,3,"Featured, Early Learning & Storytime, Music & Performance, Special Event","Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",1,
Olympia,2020,3,Friends of the Library Meeting,Adult (18 and older),2,
Olympia,2020,3,Special Event,"Teen (ages 12-18), Adult (18 and older)",1,6
Olympia,2020,4,Books & Authors,Adult (18 and older),1,
Olympia,2020,4,"Featured, Books & Authors",Teen (ages 12-18),1,3
Olympia,2020,5,Classes & Workshops,Adult (18 and older),1,7
Olympia,2020,5,Classes & Workshops,School Age (ages 6-11),1,12
Olympia,2020,5,Classes & Workshops,Teen (ages 12-18),2,10
